jp_asin_0	relation_0	jp_pt_1
jp_asin_1	relation_0	jp_pt_1
jp_asin_2	relation_0	jp_pt_1
jp_asin_3	relation_0	jp_pt_1
jp_asin_4	relation_0	jp_pt_1
jp_asin_5	relation_0	jp_pt_1
jp_asin_6	relation_0	jp_pt_1
jp_asin_7	relation_0	jp_pt_1
jp_asin_8	relation_0	jp_pt_1
jp_asin_9	relation_0	jp_pt_1
jp_asin_10	relation_0	jp_pt_1
jp_asin_11	relation_0	jp_pt_1
jp_asin_12	relation_0	jp_pt_1
jp_asin_13	relation_0	jp_pt_1
jp_asin_14	relation_0	jp_pt_1
jp_asin_15	relation_0	jp_pt_1
jp_asin_16	relation_0	jp_pt_1
jp_asin_17	relation_0	jp_pt_1
jp_asin_18	relation_0	jp_pt_1
jp_asin_19	relation_0	jp_pt_5
jp_asin_20	relation_0	jp_pt_1
jp_asin_21	relation_0	jp_pt_1
jp_asin_22	relation_0	jp_pt_1
jp_asin_23	relation_0	jp_pt_1
jp_asin_24	relation_0	jp_pt_1
jp_asin_25	relation_0	jp_pt_1
jp_asin_26	relation_0	jp_pt_1
jp_asin_27	relation_0	jp_pt_1
jp_asin_28	relation_0	jp_pt_1
jp_asin_29	relation_0	jp_pt_5
jp_asin_30	relation_0	jp_pt_1
jp_asin_31	relation_0	jp_pt_5
jp_asin_32	relation_0	jp_pt_1
jp_asin_33	relation_0	jp_pt_1
jp_asin_34	relation_0	jp_pt_1
jp_asin_35	relation_0	jp_pt_1
jp_asin_36	relation_0	jp_pt_1
jp_asin_37	relation_0	jp_pt_5
jp_asin_38	relation_0	jp_pt_1
jp_asin_39	relation_0	jp_pt_4
jp_asin_40	relation_0	jp_pt_1
jp_asin_41	relation_0	jp_pt_1
jp_asin_42	relation_0	jp_pt_1
jp_asin_43	relation_0	jp_pt_1
jp_asin_44	relation_0	jp_pt_1
jp_asin_45	relation_0	jp_pt_1
jp_asin_46	relation_0	jp_pt_1
jp_asin_47	relation_0	jp_pt_1
jp_asin_48	relation_0	jp_pt_1
jp_asin_49	relation_0	jp_pt_1
jp_asin_50	relation_0	jp_pt_1
jp_asin_51	relation_0	jp_pt_1
jp_asin_52	relation_0	jp_pt_1
jp_asin_53	relation_0	jp_pt_2
jp_asin_54	relation_0	jp_pt_1
jp_asin_55	relation_0	jp_pt_1
jp_asin_56	relation_0	jp_pt_1
jp_asin_57	relation_0	jp_pt_5
jp_asin_58	relation_0	jp_pt_1
jp_asin_59	relation_0	jp_pt_1
jp_asin_60	relation_0	jp_pt_1
jp_asin_61	relation_0	jp_pt_1
jp_asin_62	relation_0	jp_pt_1
jp_asin_63	relation_0	jp_pt_1
jp_asin_64	relation_0	jp_pt_5
jp_asin_65	relation_0	jp_pt_1
jp_asin_66	relation_0	jp_pt_1
jp_asin_67	relation_0	jp_pt_1
jp_asin_68	relation_0	jp_pt_1
jp_asin_69	relation_0	jp_pt_1
jp_asin_70	relation_0	jp_pt_1
jp_asin_71	relation_0	jp_pt_1
jp_asin_72	relation_0	jp_pt_1
jp_asin_73	relation_0	jp_pt_1
jp_asin_74	relation_0	jp_pt_1
jp_asin_75	relation_0	jp_pt_1
