it_asin_0	relation_0	it_pt_1
it_asin_1	relation_0	it_pt_1
it_asin_4	relation_0	it_pt_1
it_asin_5	relation_0	it_pt_1
it_asin_15	relation_0	it_pt_1
it_asin_16	relation_0	it_pt_1
it_asin_17	relation_0	it_pt_5
it_asin_18	relation_0	it_pt_5
it_asin_23	relation_0	it_pt_5
it_asin_26	relation_0	it_pt_1
it_asin_36	relation_0	it_pt_1
it_asin_39	relation_0	it_pt_1
it_asin_40	relation_0	it_pt_1
it_asin_41	relation_0	it_pt_5
it_asin_46	relation_0	it_pt_1
it_asin_48	relation_0	it_pt_1
it_asin_50	relation_0	it_pt_1
it_asin_54	relation_0	it_pt_1
it_asin_56	relation_0	it_pt_5
it_asin_57	relation_0	it_pt_1
it_asin_61	relation_0	it_pt_1
it_asin_63	relation_0	it_pt_1
it_asin_68	relation_0	it_pt_1
it_asin_69	relation_0	it_pt_5
it_asin_71	relation_0	it_pt_5
it_asin_73	relation_0	it_pt_1
it_asin_76	relation_0	it_pt_5
it_asin_83	relation_0	it_pt_1
it_asin_86	relation_0	it_pt_1
it_asin_88	relation_0	it_pt_1
it_asin_89	relation_0	it_pt_5
it_asin_91	relation_0	it_pt_5
it_asin_95	relation_0	it_pt_1
it_asin_96	relation_0	it_pt_1
it_asin_100	relation_0	it_pt_1
it_asin_102	relation_0	it_pt_1
it_asin_105	relation_0	it_pt_1
it_asin_107	relation_0	it_pt_1
it_asin_108	relation_0	it_pt_1
it_asin_112	relation_0	it_pt_5
it_asin_113	relation_0	it_pt_5
it_asin_114	relation_0	it_pt_5
it_asin_116	relation_0	it_pt_1
it_asin_118	relation_0	it_pt_1
it_asin_124	relation_0	it_pt_1
it_asin_131	relation_0	it_pt_5
it_asin_133	relation_0	it_pt_5
it_asin_134	relation_0	it_pt_1
it_asin_137	relation_0	it_pt_1
it_asin_141	relation_0	it_pt_5
it_asin_142	relation_0	it_pt_1
it_asin_143	relation_0	it_pt_1
it_asin_155	relation_0	it_pt_5
it_asin_157	relation_0	it_pt_1
it_asin_158	relation_0	it_pt_1
it_asin_160	relation_0	it_pt_5
it_asin_162	relation_0	it_pt_1
it_asin_167	relation_0	it_pt_5
it_asin_168	relation_0	it_pt_5
it_asin_169	relation_0	it_pt_5
it_asin_173	relation_0	it_pt_5
it_asin_175	relation_0	it_pt_1
it_asin_177	relation_0	it_pt_1
it_asin_178	relation_0	it_pt_1
it_asin_181	relation_0	it_pt_5
it_asin_185	relation_0	it_pt_1
it_asin_186	relation_0	it_pt_5
it_asin_189	relation_0	it_pt_1
it_asin_191	relation_0	it_pt_5
it_asin_192	relation_0	it_pt_1
it_asin_194	relation_0	it_pt_1
it_asin_196	relation_0	it_pt_1
it_asin_197	relation_0	it_pt_5
it_asin_205	relation_0	it_pt_1
it_asin_206	relation_0	it_pt_5
it_asin_207	relation_0	it_pt_1
it_asin_214	relation_0	it_pt_1
it_asin_219	relation_0	it_pt_1
it_asin_222	relation_0	it_pt_1
it_asin_225	relation_0	it_pt_5
it_asin_233	relation_0	it_pt_1
it_asin_234	relation_0	it_pt_1
it_asin_237	relation_0	it_pt_1
it_asin_241	relation_0	it_pt_5
it_asin_242	relation_0	it_pt_5
it_asin_247	relation_0	it_pt_1
it_asin_248	relation_0	it_pt_1
it_asin_252	relation_0	it_pt_1
it_asin_255	relation_0	it_pt_1
it_asin_258	relation_0	it_pt_5
it_asin_260	relation_0	it_pt_1
it_asin_266	relation_0	it_pt_1
it_asin_271	relation_0	it_pt_1
it_asin_274	relation_0	it_pt_5
it_asin_275	relation_0	it_pt_5
it_asin_277	relation_0	it_pt_1
it_asin_279	relation_0	it_pt_1
