de_asin_10	relation_0	de_pt_1
de_asin_16	relation_0	de_pt_5
de_asin_28	relation_0	de_pt_1
de_asin_34	relation_0	de_pt_2
de_asin_39	relation_0	de_pt_1
de_asin_45	relation_0	de_pt_1
de_asin_46	relation_0	de_pt_1
de_asin_50	relation_0	de_pt_1
de_asin_56	relation_0	de_pt_5
de_asin_74	relation_0	de_pt_5
de_asin_80	relation_0	de_pt_5
de_asin_81	relation_0	de_pt_1
de_asin_84	relation_0	de_pt_1
de_asin_85	relation_0	de_pt_1
de_asin_105	relation_0	de_pt_1
de_asin_110	relation_0	de_pt_5
de_asin_122	relation_0	de_pt_5
de_asin_150	relation_0	de_pt_5
de_asin_164	relation_0	de_pt_5
de_asin_165	relation_0	de_pt_1
de_asin_171	relation_0	de_pt_1
de_asin_174	relation_0	de_pt_1
de_asin_175	relation_0	de_pt_1
de_asin_177	relation_0	de_pt_1
de_asin_178	relation_0	de_pt_1
de_asin_181	relation_0	de_pt_4
de_asin_186	relation_0	de_pt_1
de_asin_187	relation_0	de_pt_1
de_asin_190	relation_0	de_pt_1
de_asin_198	relation_0	de_pt_5
de_asin_201	relation_0	de_pt_1
de_asin_205	relation_0	de_pt_5
de_asin_208	relation_0	de_pt_5
de_asin_209	relation_0	de_pt_1
de_asin_216	relation_0	de_pt_5
de_asin_222	relation_0	de_pt_1
de_asin_225	relation_0	de_pt_1
de_asin_231	relation_0	de_pt_0
de_asin_232	relation_0	de_pt_1
de_asin_236	relation_0	de_pt_1
de_asin_237	relation_0	de_pt_5
de_asin_243	relation_0	de_pt_1
de_asin_249	relation_0	de_pt_1
de_asin_257	relation_0	de_pt_5
de_asin_260	relation_0	de_pt_1
de_asin_270	relation_0	de_pt_5
de_asin_272	relation_0	de_pt_5
de_asin_273	relation_0	de_pt_1
de_asin_275	relation_0	de_pt_1
de_asin_276	relation_0	de_pt_1
de_asin_293	relation_0	de_pt_1
de_asin_298	relation_0	de_pt_1
de_asin_305	relation_0	de_pt_3
de_asin_307	relation_0	de_pt_1
de_asin_309	relation_0	de_pt_1
de_asin_310	relation_0	de_pt_1
de_asin_312	relation_0	de_pt_1
de_asin_326	relation_0	de_pt_1
de_asin_336	relation_0	de_pt_5
de_asin_338	relation_0	de_pt_1
de_asin_341	relation_0	de_pt_1
de_asin_343	relation_0	de_pt_1
de_asin_344	relation_0	de_pt_1
de_asin_348	relation_0	de_pt_5
de_asin_351	relation_0	de_pt_1
de_asin_355	relation_0	de_pt_5
de_asin_362	relation_0	de_pt_1
de_asin_371	relation_0	de_pt_1
de_asin_377	relation_0	de_pt_1
de_asin_396	relation_0	de_pt_1
de_asin_398	relation_0	de_pt_1
de_asin_404	relation_0	de_pt_5
de_asin_406	relation_0	de_pt_5
de_asin_410	relation_0	de_pt_1
de_asin_416	relation_0	de_pt_1
de_asin_417	relation_0	de_pt_1
de_asin_431	relation_0	de_pt_1
de_asin_438	relation_0	de_pt_5
de_asin_439	relation_0	de_pt_1
de_asin_442	relation_0	de_pt_1
de_asin_450	relation_0	de_pt_1
de_asin_459	relation_0	de_pt_5
de_asin_460	relation_0	de_pt_5
de_asin_461	relation_0	de_pt_1
de_asin_465	relation_0	de_pt_1
de_asin_481	relation_0	de_pt_5
de_asin_482	relation_0	de_pt_1
de_asin_483	relation_0	de_pt_5
de_asin_485	relation_0	de_pt_0
de_asin_489	relation_0	de_pt_1
de_asin_493	relation_0	de_pt_1
de_asin_507	relation_0	de_pt_1
