0	0	10131
2	0	10135
4	0	10131
5	0	10130
6	0	10131
7	0	10131
9	0	10131
10	0	10131
12	0	10131
16	0	10131
17	0	10135
18	0	10131
19	0	10131
21	0	10131
23	0	10135
24	0	10135
27	0	10131
29	0	10135
31	0	10131
33	0	10131
35	0	10131
38	0	10135
39	0	10131
41	0	10131
42	0	10135
43	0	10135
46	0	10135
49	0	10131
52	0	10135
54	0	10131
56	0	10131
58	0	10131
60	0	10131
61	0	10131
63	0	10131
66	0	10131
69	0	10131
75	0	10131
77	0	10135
79	0	10135
80	0	10135
82	0	10131
83	0	10131
85	0	10131
88	0	10135
89	0	10131
91	0	10133
92	0	10131
95	0	10131
97	0	10131
99	0	10131
100	0	10131
106	0	10131
107	0	10131
109	0	10131
111	0	10131
112	0	10131
113	0	10131
115	0	10135
116	0	10131
118	0	10135
120	0	10130
122	0	10131
126	0	10131
127	0	10135
129	0	10131
130	0	10131
131	0	10135
135	0	10131
138	0	10131
140	0	10131
142	0	10135
144	0	10135
145	0	10131
146	0	10135
149	0	10131
150	0	10131
152	0	10135
154	0	10131
156	0	10131
157	0	10135
158	0	10131
159	0	10130
160	0	10130
165	0	10131
167	0	10131
168	0	10131
172	0	10131
173	0	10135
174	0	10131
175	0	10135
177	0	10131
179	0	10131
182	0	10135
185	0	10134
187	0	10135
188	0	10135
189	0	10131
194	0	10135
195	0	10130
199	0	10131
200	0	10131
205	0	10131
206	0	10131
215	0	10131
216	0	10131
219	0	10131
224	0	10131
225	0	10135
229	0	10135
230	0	10131
231	0	10135
233	0	10135
234	0	10135
238	0	10135
239	0	10135
240	0	10131
241	0	10131
243	0	10131
244	0	10131
245	0	10133
249	0	10131
250	0	10131
252	0	10135
253	0	10135
254	0	10131
255	0	10135
256	0	10135
264	0	10131
266	0	10131
268	0	10131
269	0	10135
270	0	10135
272	0	10131
273	0	10135
276	0	10132
277	0	10131
278	0	10131
281	0	10131
282	0	10131
283	0	10131
284	0	10135
285	0	10135
286	0	10131
290	0	10131
