es_asin_9	relation_0	es_pt_1
es_asin_12	relation_0	es_pt_1
es_asin_20	relation_0	es_pt_1
es_asin_30	relation_0	es_pt_1
es_asin_61	relation_0	es_pt_1
es_asin_62	relation_0	es_pt_1
es_asin_69	relation_0	es_pt_1
es_asin_82	relation_0	es_pt_1
es_asin_84	relation_0	es_pt_5
es_asin_90	relation_0	es_pt_5
es_asin_96	relation_0	es_pt_1
es_asin_103	relation_0	es_pt_1
es_asin_106	relation_0	es_pt_1
es_asin_128	relation_0	es_pt_1
es_asin_137	relation_0	es_pt_5
es_asin_141	relation_0	es_pt_5
es_asin_171	relation_0	es_pt_1
es_asin_172	relation_0	es_pt_5
es_asin_185	relation_0	es_pt_5
es_asin_187	relation_0	es_pt_1
es_asin_193	relation_0	es_pt_1
es_asin_197	relation_0	es_pt_5
es_asin_198	relation_0	es_pt_5
es_asin_207	relation_0	es_pt_0
es_asin_211	relation_0	es_pt_1
es_asin_213	relation_0	es_pt_5
es_asin_219	relation_0	es_pt_1
es_asin_224	relation_0	es_pt_1
es_asin_233	relation_0	es_pt_1
es_asin_234	relation_0	es_pt_1
es_asin_243	relation_0	es_pt_5
es_asin_244	relation_0	es_pt_5
es_asin_255	relation_0	es_pt_0
es_asin_285	relation_0	es_pt_1
es_asin_314	relation_0	es_pt_5
es_asin_315	relation_0	es_pt_1
es_asin_327	relation_0	es_pt_1
es_asin_338	relation_0	es_pt_5
es_asin_343	relation_0	es_pt_5
es_asin_345	relation_0	es_pt_1
es_asin_362	relation_0	es_pt_1
es_asin_369	relation_0	es_pt_1
es_asin_379	relation_0	es_pt_0
es_asin_382	relation_0	es_pt_1
es_asin_388	relation_0	es_pt_1
es_asin_397	relation_0	es_pt_1
es_asin_398	relation_0	es_pt_1
es_asin_412	relation_0	es_pt_1
es_asin_417	relation_0	es_pt_5
es_asin_419	relation_0	es_pt_1
es_asin_423	relation_0	es_pt_1
es_asin_426	relation_0	es_pt_1
es_asin_427	relation_0	es_pt_1
es_asin_431	relation_0	es_pt_1
es_asin_432	relation_0	es_pt_1
es_asin_438	relation_0	es_pt_0
es_asin_445	relation_0	es_pt_5
es_asin_448	relation_0	es_pt_1
es_asin_458	relation_0	es_pt_5
es_asin_463	relation_0	es_pt_5
es_asin_473	relation_0	es_pt_1
es_asin_480	relation_0	es_pt_5
es_asin_486	relation_0	es_pt_1
es_asin_519	relation_0	es_pt_1
es_asin_535	relation_0	es_pt_1
es_asin_536	relation_0	es_pt_1
es_asin_541	relation_0	es_pt_5
es_asin_544	relation_0	es_pt_1
es_asin_553	relation_0	es_pt_1
es_asin_556	relation_0	es_pt_5
es_asin_562	relation_0	es_pt_5
es_asin_568	relation_0	es_pt_5
es_asin_576	relation_0	es_pt_1
es_asin_577	relation_0	es_pt_5
es_asin_583	relation_0	es_pt_1
