0	0	10752
1	0	10756
13	0	10752
14	0	10756
15	0	10752
32	0	10752
38	0	10756
39	0	10752
40	0	10752
44	0	10752
45	0	10752
52	0	10751
53	0	10752
55	0	10752
56	0	10756
59	0	10752
63	0	10752
66	0	10752
68	0	10752
69	0	10752
71	0	10752
73	0	10756
74	0	10752
76	0	10756
78	0	10756
79	0	10752
81	0	10756
86	0	10752
97	0	10756
98	0	10752
101	0	10752
104	0	10752
105	0	10752
107	0	10751
108	0	10756
113	0	10756
114	0	10752
118	0	10756
119	0	10752
123	0	10752
125	0	10756
131	0	10752
133	0	10752
135	0	10752
141	0	10752
143	0	10752
148	0	10752
150	0	10752
151	0	10752
152	0	10756
156	0	10752
158	0	10752
160	0	10752
164	0	10756
167	0	10752
170	0	10752
172	0	10756
176	0	10752
186	0	10752
195	0	10752
201	0	10752
203	0	10752
204	0	10756
207	0	10751
208	0	10752
209	0	10754
210	0	10756
211	0	10752
221	0	10752
224	0	10752
226	0	10752
227	0	10752
229	0	10752
232	0	10756
235	0	10752
236	0	10756
246	0	10752
248	0	10756
263	0	10753
264	0	10752
265	0	10752
266	0	10752
267	0	10752
268	0	10752
269	0	10756
271	0	10752
272	0	10752
274	0	10753
278	0	10752
281	0	10756
282	0	10752
284	0	10756
285	0	10752
286	0	10752
287	0	10752
288	0	10752
290	0	10752
293	0	10756
296	0	10756
297	0	10752
301	0	10752
302	0	10752
304	0	10752
309	0	10752
310	0	10752
321	0	10752
322	0	10752
323	0	10752
324	0	10752
326	0	10756
327	0	10752
328	0	10752
339	0	10756
343	0	10752
344	0	10752
346	0	10752
348	0	10752
354	0	10752
356	0	10752
357	0	10752
359	0	10752
361	0	10752
363	0	10752
364	0	10752
365	0	10753
366	0	10753
367	0	10752
369	0	10752
372	0	10752
375	0	10752
377	0	10752
378	0	10752
380	0	10756
384	0	10752
386	0	10752
394	0	10756
395	0	10752
396	0	10752
401	0	10752
402	0	10752
405	0	10752
406	0	10752
409	0	10752
410	0	10756
411	0	10756
412	0	10752
413	0	10752
417	0	10756
420	0	10752
429	0	10752
431	0	10752
434	0	10756
439	0	10752
441	0	10752
444	0	10752
446	0	10756
448	0	10752
450	0	10756
451	0	10752
454	0	10752
455	0	10752
457	0	10756
459	0	10752
466	0	10752
469	0	10752
470	0	10752
475	0	10756
482	0	10752
484	0	10752
485	0	10752
488	0	10751
490	0	10756
492	0	10756
494	0	10752
496	0	10752
499	0	10756
503	0	10756
511	0	10752
512	0	10752
513	0	10752
515	0	10752
516	0	10752
523	0	10752
528	0	10752
531	0	10756
534	0	10756
535	0	10756
539	0	10756
541	0	10752
542	0	10756
544	0	10753
545	0	10752
546	0	10752
549	0	10756
558	0	10752
560	0	10752
563	0	10756
564	0	10752
567	0	10752
574	0	10756
575	0	10752
576	0	10752
577	0	10752
582	0	10756
583	0	10756
585	0	10756
589	0	10752
592	0	10752
597	0	10752
600	0	10752
601	0	10756
602	0	10752
603	0	10752
604	0	10756
606	0	10752
613	0	10752
621	0	10756
623	0	10752
631	0	10755
634	0	10752
636	0	10756
641	0	10752
642	0	10752
643	0	10752
647	0	10756
649	0	10752
650	0	10752
655	0	10752
657	0	10752
659	0	10756
661	0	10752
663	0	10752
671	0	10752
674	0	10752
676	0	10752
678	0	10752
679	0	10752
680	0	10752
682	0	10756
684	0	10752
685	0	10756
686	0	10752
687	0	10752
688	0	10756
690	0	10752
693	0	10752
695	0	10752
697	0	10756
700	0	10752
702	0	10752
703	0	10756
704	0	10752
705	0	10752
706	0	10752
711	0	10756
712	0	10752
714	0	10752
715	0	10752
716	0	10752
718	0	10752
719	0	10752
722	0	10752
729	0	10752
731	0	10752
736	0	10752
741	0	10752
742	0	10752
743	0	10752
744	0	10752
751	0	10752
754	0	10751
755	0	10751
756	0	10752
758	0	10756
759	0	10756
762	0	10752
764	0	10756
765	0	10752
766	0	10756
770	0	10752
772	0	10751
773	0	10756
775	0	10752
778	0	10756
782	0	10752
783	0	10752
784	0	10752
785	0	10752
788	0	10756
790	0	10752
792	0	10756
797	0	10752
799	0	10751
800	0	10756
808	0	10752
811	0	10752
813	0	10756
814	0	10756
818	0	10752
820	0	10752
821	0	10752
822	0	10752
824	0	10752
828	0	10752
829	0	10756
830	0	10752
831	0	10752
832	0	10752
833	0	10752
835	0	10752
843	0	10752
846	0	10752
850	0	10751
851	0	10756
852	0	10752
853	0	10752
854	0	10752
855	0	10752
864	0	10756
866	0	10752
869	0	10752
871	0	10756
875	0	10752
877	0	10756
879	0	10756
880	0	10752
881	0	10752
882	0	10752
883	0	10752
884	0	10752
886	0	10752
889	0	10751
892	0	10752
894	0	10752
898	0	10752
900	0	10756
903	0	10752
909	0	10752
913	0	10752
916	0	10756
917	0	10756
920	0	10752
921	0	10751
924	0	10752
925	0	10756
926	0	10756
929	0	10752
931	0	10752
932	0	10752
933	0	10752
934	0	10752
935	0	10752
936	0	10756
939	0	10756
940	0	10752
943	0	10752
951	0	10756
954	0	10752
959	0	10756
962	0	10756
965	0	10756
968	0	10756
971	0	10752
972	0	10752
973	0	10752
981	0	10752
984	0	10756
986	0	10752
990	0	10752
991	0	10755
1000	0	10756
1006	0	10752
1007	0	10752
1008	0	10752
1009	0	10756
1013	0	10752
1016	0	10753
1018	0	10756
1020	0	10752
1021	0	10751
1023	0	10752
1024	0	10752
1025	0	10756
1027	0	10752
1035	0	10752
1040	0	10752
1041	0	10752
1042	0	10752
1044	0	10752
1057	0	10751
