27	7
104	25
121	35
210	63
225	69
235	75
248	80
347	98
376	115
392	124
401	127
466	152
553	166
598	177
610	182
655	191
656	192
674	199
721	218
750	229
758	232
778	239
811	244
840	260
1069	320
1075	321
1126	336
1132	339
1148	346
1156	347
1235	379
1249	380
1260	385
1332	400
1333	402
1374	412
1377	413
1380	415
1401	425
1420	433
1486	449
1553	460
1578	467
1614	473
1626	477
1672	495
1677	500
1733	515
1760	522
1825	539
1862	552
1863	553
1868	555
1875	558
1888	565
1940	589
1948	592
1962	600
2026	613
2057	622
2093	629
2136	636
2170	646
2178	649
2203	658
2209	661
2213	662
2228	669
2246	676
2248	677
2255	678
2271	683
2310	690
2321	694
2354	704
2367	708
2443	726
2444	727
2508	742
2547	756
2567	762
2601	768
2606	770
2612	773
2629	777
2657	786
2722	802
2763	811
2817	829
2852	839
2876	849
2894	852
2898	855
2902	856
2926	865
2946	870
2962	877
2969	879
2989	885
3000	889
3005	891
3011	893
3022	898
3026	899
3039	901
3090	914
3104	920
3248	957
3324	979
3334	980
3354	983
3386	993
3407	998
3482	1023
3513	1031
3518	1036
3593	1057
3597	1058
3609	1064
3613	1065
3617	1066
3663	1078
3734	1099
3737	1103
3742	1104
3781	1114
3787	1118
3816	1129
3864	1147
3872	1150
3913	1163
3920	1167
3948	1173
3964	1177
3967	1180
4079	1215
4118	1225
4124	1227
4143	1233
4199	1261
4224	1273
4269	1284
4293	1288
4298	1289
4311	1292
4340	1304
4363	1310
4396	1321
4412	1326
4439	1336
4452	1341
4454	1343
4458	1347
4453	1342
4455	1344
4457	1346
4456	1345
4880	1358
4697	1394
4718	1381
4543	1391
4919	1377
4947	1395
4928	1369
5055	1384
4666	1386
4580	1376
6299	1872
6179	1806
5873	1814
6066	1596
5962	1626
6260	1844
5870	1789
6354	1669
6186	1829
6257	1864
5680	1729
6045	1815
6349	1630
6249	1797
6165	1763
6349	1630
6531	1878
6179	1717
6100	1686
5956	1611
6091	1802
6616	1724
6492	1863
6260	1695
6497	1700
6107	1787
5791	1696
5797	1755
5801	1759
5839	1685
6648	1833
5705	1814
5682	1732
6433	1706
5862	1658
5885	1876
6023	1683
5700	1852
5964	1637
6323	1810
5962	1626
5972	1685
6016	1642
5888	1664
6213	1660
6257	1833
6396	1859
6165	1763
6503	1727
6327	1830
5654	1604
5970	1681
5919	1600
5676	1806
5719	1879
6067	1599
6093	1702
5862	1767
6418	1644
6008	1787
5676	1717
6150	1767
6459	1831
6157	1684
5663	1625
6124	1839
6281	1635
5983	1843
6440	1756
6239	1682
6625	1631
6467	1850
6442	1764
5747	1792
6450	1692
6345	1605
6343	1601
6130	1871
5881	1853
6100	1686
6093	1702
6200	1868
5748	1796
5900	1652
5747	1792
6430	1723
6227	1726
6028	1808
6877	1885
7252	1944
6909	1917
6894	1885
6717	1969
7705	1891
7896	2031
7852	1974
6940	2005
6969	1937
6655	1953
7040	1924
6937	2007
6819	2002
7423	1882
7896	1935
7271	1942
7913	1937
7513	1940
6980	1896
6940	1978
7160	1953
6990	1891
7604	1992
7185	1891
6832	1891
7896	1885
6832	1924
7036	1896
7036	1895
7763	1956
7518	1937
7004	1994
6907	1891
6880	1891
7059	2032
6662	1968
7804	2007
7471	1885
7324	1924
7159	1892
7059	1968
6877	1924
6907	2007
7471	1891
6863	2022
7089	1947
7896	2021
7892	1982
7036	2040
7499	1957
6664	1891
7572	1921
7665	1944
6901	1891
7485	2028
7059	2016
7280	1900
7012	1899
6662	1891
6859	1947
7892	1891
6877	1898
7892	1891
7398	1995
7059	1982
7896	2002
7892	1982
7589	2007
7575	1996
6940	1924
7708	1953
7133	1947
6940	2007
7252	1976
7915	1997
7907	1896
7254	1982
6662	2007
7133	1944
7575	2007
7916	1895
7059	1999
6940	2022
7029	1891
7471	2032
7278	1891
7710	2007
6940	1882
7811	1882
7266	2003
6768	1947
7896	2007
6940	1975
7589	2005
7799	1891
6980	1992
6677	2026
6877	1951
7160	2007
7305	2015
7254	1978
7059	2042
6877	2000
7059	1896
7035	2033
7896	1891
7575	1891
7036	1891
7059	1891
7382	1904
7896	1947
7364	1930
7710	1891
6655	1891
6907	2022
7690	2000
7647	1895
7382	1891
6940	2038
6812	1996
6897	1890
6999	1982
7509	1927
7907	1896
7325	1891
6817	1953
7471	1977
7052	1920
6861	2008
7252	1898
7742	1929
7670	2032
7670	1924
7575	1887
7896	2005
6940	1915
7896	1945
7265	1914
7706	1891
6907	1978
7471	1996
7312	1891
7534	1947
7059	1982
7706	1901
7586	1978
7059	1891
7059	1924
7254	1933
7589	1953
7382	1978
7572	1921
6877	2007
6937	2002
7878	1996
7253	1924
7654	1983
7892	1996
7469	2007
7883	1980
6940	1945
7502	1947
7045	1884
7059	1885
7429	2002
7827	1955
7059	1950
7059	1902
7742	1929
7471	2007
7647	1895
7059	1978
7892	2028
7852	1997
7036	1895
7133	1943
6940	1891
7209	1891
7471	1947
7312	2007
6943	2041
6655	1933
7471	2012
7388	1968
7534	1927
7459	1927
7906	1883
7670	2043
6907	1953
7883	1886
7052	2032
6940	1882
7625	1891
6877	2005
7543	1947
7896	1997
6880	1896
6877	1898
7665	1891
7686	1998
7449	1891
7059	1996
7896	1982
7471	2026
7254	1891
7254	1937
7254	1953
7747	2028
6830	1978
7257	1989
6812	1986
7212	1885
7278	2035
7133	1944
6784	2037
7690	2000
7646	2028
7462	2036
7471	1927
7059	2007
8535	2101
8419	2158
8096	2066
8344	2055
8697	2081
8098	2059
8114	2048
8589	2125
8108	2055
8096	2169
8347	2169
8409	2060
8347	2094
8017	2101
8211	2118
8098	2075
8096	2055
8219	2058
8435	2101
8131	2055
8630	2055
8146	2170
8528	2077
8654	2147
8407	2055
8046	2135
8052	2059
8233	2055
8017	2096
8146	2125
8316	2158
8098	2055
8405	2103
8435	2125
8096	2107
8331	2070
8417	2169
8740	2053
8344	2080
8435	2158
8097	2161
8745	2055
8560	2080
7989	2055
8344	2125
7989	2080
8298	2101
8602	2082
8795	2060
8298	2080
8560	2105
8073	2169
8146	2080
8347	2055
8209	2055
8108	2147
8740	2055
8517	2101
8745	2101
8417	2107
8238	2080
8745	2080
8146	2053
8012	2055
8137	2055
8243	2101
8347	2049
8495	2113
8423	2162
8732	2090
8760	2068
8183	2114
8347	2125
8073	2102
8167	2055
7959	2055
8153	2108
8089	2129
8130	2080
8824	2055
8405	2169
8167	2125
8560	2169
8560	2062
8344	2053
7941	2096
8347	2099
8393	2059
8347	2062
8761	2077
8146	2055
8747	2066
8405	2125
8435	2055
8347	2107
8354	2079
8573	2095
8405	2055
